# MJD		R mag
5.219e+04	2.065e+01
5.219e+04	2.059e+01
5.219e+04	2.055e+01
5.219e+04	2.053e+01
5.219e+04	2.059e+01
5.219e+04	2.061e+01
5.219e+04	2.055e+01
5.219e+04	2.058e+01
5.219e+04	2.055e+01
5.219e+04	2.058e+01
5.219e+04	2.051e+01
5.219e+04	2.054e+01
5.219e+04	2.064e+01
5.219e+04	2.058e+01
5.219e+04	2.041e+01
5.219e+04	2.048e+01
5.219e+04	2.051e+01
5.219e+04	2.040e+01
5.219e+04	2.029e+01
5.219e+04	2.026e+01
5.219e+04	2.032e+01
5.219e+04	2.033e+01
5.219e+04	2.028e+01
5.219e+04	2.021e+01
5.219e+04	2.024e+01
5.219e+04	2.039e+01
5.219e+04	2.031e+01
5.219e+04	2.035e+01
5.219e+04	2.041e+01
5.219e+04	2.046e+01
5.219e+04	2.058e+01
5.219e+04	2.051e+01
5.219e+04	2.063e+01
