# MJD		R mag
5.219e+04	2.042e+01
5.219e+04	2.030e+01
5.219e+04	2.031e+01
5.219e+04	2.027e+01
5.219e+04	2.025e+01
5.219e+04	2.037e+01
5.219e+04	2.032e+01
5.219e+04	2.036e+01
5.219e+04	2.029e+01
5.219e+04	2.021e+01
5.219e+04	2.028e+01
5.219e+04	2.030e+01
5.219e+04	2.030e+01
5.219e+04	2.032e+01
5.219e+04	2.018e+01
5.219e+04	2.019e+01
5.219e+04	2.030e+01
5.219e+04	2.018e+01
5.219e+04	2.001e+01
5.219e+04	1.997e+01
5.219e+04	1.998e+01
5.219e+04	2.012e+01
5.219e+04	1.996e+01
5.219e+04	1.992e+01
5.219e+04	2.006e+01
5.219e+04	2.021e+01
5.219e+04	2.006e+01
5.219e+04	2.013e+01
5.219e+04	2.014e+01
5.219e+04	2.019e+01
5.219e+04	2.027e+01
5.219e+04	2.010e+01
5.219e+04	2.024e+01
