# MJD		R mag
5.219e+04	2.067e+01
5.219e+04	2.067e+01
5.219e+04	2.055e+01
5.219e+04	2.055e+01
5.219e+04	2.056e+01
5.219e+04	2.056e+01
5.219e+04	2.052e+01
5.219e+04	2.052e+01
5.219e+04	2.050e+01
5.219e+04	2.050e+01
5.219e+04	2.062e+01
5.219e+04	2.062e+01
5.219e+04	2.057e+01
5.219e+04	2.057e+01
5.219e+04	2.061e+01
5.219e+04	2.061e+01
5.219e+04	2.054e+01
5.219e+04	2.054e+01
5.219e+04	2.046e+01
5.219e+04	2.046e+01
5.219e+04	2.053e+01
5.219e+04	2.053e+01
5.219e+04	2.055e+01
5.219e+04	2.055e+01
5.219e+04	2.055e+01
5.219e+04	2.055e+01
5.219e+04	2.057e+01
5.219e+04	2.057e+01
5.219e+04	2.043e+01
5.219e+04	2.043e+01
5.219e+04	2.044e+01
5.219e+04	2.044e+01
5.219e+04	2.055e+01
5.219e+04	2.055e+01
5.219e+04	2.043e+01
5.219e+04	2.043e+01
5.219e+04	2.026e+01
5.219e+04	2.026e+01
5.219e+04	2.022e+01
5.219e+04	2.022e+01
5.219e+04	2.023e+01
5.219e+04	2.023e+01
5.219e+04	2.037e+01
5.219e+04	2.037e+01
5.219e+04	2.021e+01
5.219e+04	2.021e+01
5.219e+04	2.017e+01
5.219e+04	2.017e+01
5.219e+04	2.031e+01
5.219e+04	2.031e+01
5.219e+04	2.046e+01
5.219e+04	2.046e+01
5.219e+04	2.031e+01
5.219e+04	2.031e+01
5.219e+04	2.038e+01
5.219e+04	2.038e+01
5.219e+04	2.039e+01
5.219e+04	2.039e+01
5.219e+04	2.044e+01
5.219e+04	2.044e+01
5.219e+04	2.052e+01
5.219e+04	2.052e+01
5.219e+04	2.035e+01
5.219e+04	2.035e+01
5.219e+04	2.049e+01
5.219e+04	2.049e+01
